datetime,latitude,NS,longitude,EW,altitude,speed,direction
18-8-6_7:3:34.600,3958.2516,N,11629.7536,Unknown,0.3,11.94,271.93
18-8-6_7:3:34.700,3958.2516,N,11629.7532,Unknown,0.3,11.92,271.44
18-8-6_7:3:34.800,3958.2516,N,11629.7527,Unknown,0.4,12.11,271.14
18-8-6_7:3:34.900,3958.2516,N,11629.7523,Unknown,0.4,12.12,271.40
18-8-6_7:3:35.0,3958.2516,N,11629.7519,Unknown,0.5,12.05,271.21
18-8-6_7:3:35.100,3958.2516,N,11629.7514,Unknown,0.5,11.98,271.09
18-8-6_7:3:35.200,3958.2516,N,11629.7510,Unknown,0.5,12.20,271.18
18-8-6_7:3:35.300,3958.2516,N,11629.7506,Unknown,0.6,12.15,270.76
18-8-6_7:3:35.400,3958.2516,N,11629.7501,Unknown,0.6,12.44,271.02
18-8-6_7:3:35.500,3958.2516,N,11629.7497,Unknown,0.7,12.05,270.85
18-8-6_7:3:35.600,3958.2516,N,11629.7492,Unknown,0.7,12.10,270.68
18-8-6_7:3:35.700,3958.2516,N,11629.7488,Unknown,0.8,12.15,270.20
18-8-6_7:3:35.800,3958.2516,N,11629.7483,Unknown,0.8,11.97,269.20
18-8-6_7:3:35.900,3958.2516,N,11629.7479,Unknown,0.8,12.29,269.26
18-8-6_7:3:36.0,3958.2516,N,11629.7475,Unknown,0.9,12.09,269.20
18-8-6_7:3:36.100,3958.2516,N,11629.7470,Unknown,0.9,12.04,268.82
18-8-6_7:3:36.200,3958.2516,N,11629.7466,Unknown,1.0,11.97,268.65
18-8-6_7:3:36.300,3958.2516,N,11629.7462,Unknown,1.0,11.96,268.95
18-8-6_7:3:36.400,3958.2516,N,11629.7457,Unknown,1.1,11.98,268.56
18-8-6_7:3:36.500,3958.2516,N,11629.7453,Unknown,1.1,11.97,268.49
18-8-6_7:3:36.600,3958.2516,N,11629.7449,Unknown,1.1,11.92,267.74
18-8-6_7:3:36.700,3958.2515,N,11629.7444,Unknown,1.2,11.91,267.79
18-8-6_7:3:36.800,3958.2515,N,11629.7440,Unknown,1.2,11.88,267.76
18-8-6_7:3:36.900,3958.2515,N,11629.7436,Unknown,1.3,11.87,267.80
18-8-6_7:3:37.0,3958.2515,N,11629.7432,Unknown,1.3,11.83,267.97
18-8-6_7:3:37.100,3958.2515,N,11629.7427,Unknown,1.4,11.81,267.54
18-8-6_7:3:37.200,3958.2515,N,11629.7423,Unknown,1.4,11.65,266.87
18-8-6_7:3:37.300,3958.2515,N,11629.7419,Unknown,1.5,11.71,266.61
18-8-6_7:3:37.400,3958.2514,N,11629.7415,Unknown,1.6,11.66,266.97
18-8-6_7:3:37.500,3958.2514,N,11629.7410,Unknown,1.6,11.46,266.93
18-8-6_7:3:37.600,3958.2514,N,11629.7406,Unknown,1.7,11.52,267.46
18-8-6_7:3:37.700,3958.2514,N,11629.7402,Unknown,1.7,11.47,267.17
18-8-6_7:3:37.800,3958.2514,N,11629.7398,Unknown,1.8,11.45,267.49
18-8-6_7:3:37.900,3958.2514,N,11629.7394,Unknown,1.8,11.37,267.53
18-8-6_7:3:38.0,3958.2514,N,11629.7390,Unknown,1.9,11.21,268.02
18-8-6_7:3:38.100,3958.2514,N,11629.7386,Unknown,1.9,11.24,267.61
18-8-6_7:3:38.200,3958.2513,N,11629.7382,Unknown,2.0,11.31,267.79
18-8-6_7:3:38.300,3958.2513,N,11629.7378,Unknown,2.1,11.05,267.35
18-8-6_7:3:38.400,3958.2513,N,11629.7374,Unknown,2.1,11.10,267.60
18-8-6_7:3:38.500,3958.2513,N,11629.7370,Unknown,2.2,11.07,268.13
18-8-6_7:3:38.600,3958.2513,N,11629.7366,Unknown,2.2,11.10,268.37
18-8-6_7:3:38.700,3958.2513,N,11629.7362,Unknown,2.3,11.04,268.55
18-8-6_7:3:38.800,3958.2513,N,11629.7358,Unknown,2.3,11.09,268.43
18-8-6_7:3:38.900,3958.2513,N,11629.7354,Unknown,2.4,11.04,268.52
18-8-6_7:3:39.0,3958.2513,N,11629.7350,Unknown,2.4,11.07,268.42
18-8-6_7:3:39.100,3958.2513,N,11629.7346,Unknown,2.5,11.04,268.36
18-8-6_7:3:39.200,3958.2512,N,11629.7342,Unknown,2.6,11.32,267.66
18-8-6_7:3:39.300,3958.2512,N,11629.7338,Unknown,2.6,11.11,267.67
18-8-6_7:3:39.400,3958.2512,N,11629.7333,Unknown,2.7,11.36,267.36
18-8-6_7:3:39.500,3958.2512,N,11629.7329,Unknown,2.7,11.20,266.58
18-8-6_7:3:39.600,3958.2512,N,11629.7325,Unknown,2.8,11.44,266.34
18-8-6_7:3:39.700,3958.2512,N,11629.7321,Unknown,2.9,11.43,266.18
18-8-6_7:3:39.800,3958.2511,N,11629.7317,Unknown,2.9,11.27,265.85
18-8-6_7:3:39.900,3958.2511,N,11629.7313,Unknown,3.0,11.54,265.91
18-8-6_7:3:40.0,3958.2511,N,11629.7309,Unknown,3.0,11.47,266.15
18-8-6_7:3:40.100,3958.2511,N,11629.7305,Unknown,3.1,11.64,267.00
18-8-6_7:3:40.200,3958.2511,N,11629.7301,Unknown,3.2,11.58,267.26
18-8-6_7:3:40.300,3958.2510,N,11629.7296,Unknown,3.2,11.57,267.55
18-8-6_7:3:40.400,3958.2510,N,11629.7292,Unknown,3.3,11.55,266.98
18-8-6_7:3:40.500,3958.2510,N,11629.7288,Unknown,3.4,11.51,266.74
18-8-6_7:3:40.600,3958.2510,N,11629.7284,Unknown,3.4,11.74,266.21
18-8-6_7:3:40.700,3958.2510,N,11629.7280,Unknown,3.5,11.42,266.35
18-8-6_7:3:40.800,3958.2509,N,11629.7276,Unknown,3.6,11.94,266.19
18-8-6_7:3:40.900,3958.2509,N,11629.7271,Unknown,3.6,11.64,266.29
18-8-6_7:3:41.0,3958.2509,N,11629.7267,Unknown,3.7,11.66,266.27
18-8-6_7:3:41.100,3958.2509,N,11629.7263,Unknown,3.8,11.73,266.28
18-8-6_7:3:41.200,3958.2509,N,11629.7259,Unknown,3.8,11.73,266.40
18-8-6_7:3:41.300,3958.2508,N,11629.7254,Unknown,3.9,11.76,266.13
18-8-6_7:3:41.400,3958.2508,N,11629.7250,Unknown,4.0,11.81,265.76
18-8-6_7:3:41.500,3958.2508,N,11629.7246,Unknown,4.0,11.98,265.54
18-8-6_7:3:41.600,3958.2508,N,11629.7242,Unknown,4.1,12.03,265.55
18-8-6_7:3:41.700,3958.2507,N,11629.7237,Unknown,4.2,12.09,265.60
18-8-6_7:3:41.800,3958.2507,N,11629.7233,Unknown,4.2,12.02,265.23
18-8-6_7:3:41.900,3958.2507,N,11629.7228,Unknown,4.3,11.99,265.14
18-8-6_7:3:42.0,3958.2507,N,11629.7224,Unknown,4.3,12.49,265.00
18-8-6_7:3:42.100,3958.2506,N,11629.7220,Unknown,4.4,11.98,265.04
18-8-6_7:3:42.200,3958.2506,N,11629.7215,Unknown,4.5,12.37,264.94
18-8-6_7:3:42.300,3958.2506,N,11629.7211,Unknown,4.5,12.34,264.74
18-8-6_7:3:42.400,3958.2505,N,11629.7206,Unknown,4.6,12.34,264.20
18-8-6_7:3:42.500,3958.2505,N,11629.7202,Unknown,4.6,12.40,263.93
18-8-6_7:3:42.600,3958.2505,N,11629.7198,Unknown,4.7,12.38,263.71
18-8-6_7:3:42.700,3958.2504,N,11629.7193,Unknown,4.7,12.58,263.41
18-8-6_7:3:42.800,3958.2504,N,11629.7189,Unknown,4.8,12.52,263.45
18-8-6_7:3:42.900,3958.2503,N,11629.7184,Unknown,4.8,12.30,263.86
18-8-6_7:3:43.0,3958.2503,N,11629.7180,Unknown,4.8,12.53,263.78
18-8-6_7:3:43.100,3958.2503,N,11629.7175,Unknown,4.9,12.51,264.32
18-8-6_7:3:43.200,3958.2502,N,11629.7171,Unknown,4.9,12.69,264.26
18-8-6_7:3:43.300,3958.2502,N,11629.7166,Unknown,5.0,12.53,264.25
18-8-6_7:3:43.400,3958.2502,N,11629.7162,Unknown,5.0,12.58,264.01
18-8-6_7:3:43.500,3958.2501,N,11629.7157,Unknown,5.1,12.42,264.59
18-8-6_7:3:43.600,3958.2501,N,11629.7153,Unknown,5.1,12.75,264.39
18-8-6_7:3:43.700,3958.2501,N,11629.7148,Unknown,5.2,12.56,264.36
18-8-6_7:3:43.800,3958.2500,N,11629.7144,Unknown,5.2,12.57,264.36
18-8-6_7:3:43.900,3958.2500,N,11629.7139,Unknown,5.3,12.60,264.11
18-8-6_7:3:44.0,3958.2500,N,11629.7134,Unknown,5.3,12.65,264.28
18-8-6_7:3:44.100,3958.2499,N,11629.7130,Unknown,5.4,12.64,264.45
18-8-6_7:3:44.200,3958.2499,N,11629.7125,Unknown,5.4,12.62,264.24
18-8-6_7:3:44.300,3958.2499,N,11629.7121,Unknown,5.5,12.66,264.47
18-8-6_7:3:44.400,3958.2498,N,11629.7116,Unknown,5.5,12.66,264.89
18-8-6_7:3:44.500,3958.2498,N,11629.7112,Unknown,5.6,12.64,265.03
18-8-6_7:3:44.600,3958.2498,N,11629.7107,Unknown,5.6,12.65,266.32
18-8-6_7:3:44.700,3958.2498,N,11629.7103,Unknown,5.7,12.42,266.86
18-8-6_7:3:44.800,3958.2497,N,11629.7098,Unknown,5.7,12.63,266.97
18-8-6_7:3:44.900,3958.2497,N,11629.7094,Unknown,5.8,12.66,266.90
18-8-6_7:3:45.0,3958.2497,N,11629.7089,Unknown,5.8,12.64,267.17
18-8-6_7:3:45.100,3958.2497,N,11629.7084,Unknown,5.9,12.66,267.17
18-8-6_7:3:45.200,3958.2497,N,11629.7080,Unknown,6.0,12.67,267.49
18-8-6_7:3:45.300,3958.2496,N,11629.7075,Unknown,6.0,12.46,267.69
18-8-6_7:3:45.400,3958.2496,N,11629.7071,Unknown,6.1,12.88,267.48
18-8-6_7:3:45.500,3958.2496,N,11629.7066,Unknown,6.1,12.63,268.31
18-8-6_7:3:45.600,3958.2496,N,11629.7062,Unknown,6.2,12.64,268.31
18-8-6_7:3:45.700,3958.2496,N,11629.7057,Unknown,6.2,12.82,268.47
18-8-6_7:3:45.800,3958.2496,N,11629.7052,Unknown,6.3,12.57,268.40
18-8-6_7:3:45.900,3958.2496,N,11629.7048,Unknown,6.3,12.64,268.73
18-8-6_7:3:46.0,3958.2496,N,11629.7043,Unknown,6.4,12.81,268.64
18-8-6_7:3:46.100,3958.2496,N,11629.7039,Unknown,6.5,12.81,268.59
18-8-6_7:3:46.200,3958.2495,N,11629.7034,Unknown,6.5,13.06,268.61
18-8-6_7:3:46.300,3958.2495,N,11629.7029,Unknown,6.6,12.81,268.45
18-8-6_7:3:46.400,3958.2495,N,11629.7025,Unknown,6.6,12.83,268.15
18-8-6_7:3:46.500,3958.2495,N,11629.7020,Unknown,6.7,12.86,268.24
18-8-6_7:3:46.600,3958.2495,N,11629.7015,Unknown,6.7,12.82,268.30
18-8-6_7:3:46.700,3958.2495,N,11629.7011,Unknown,6.8,12.86,268.07
18-8-6_7:3:46.800,3958.2495,N,11629.7006,Unknown,6.9,12.86,267.95
18-8-6_7:3:46.900,3958.2495,N,11629.7001,Unknown,6.9,13.03,268.08
18-8-6_7:3:47.0,3958.2495,N,11629.6997,Unknown,7.0,12.96,268.41
18-8-6_7:3:47.100,3958.2494,N,11629.6992,Unknown,7.0,12.96,268.77
18-8-6_7:3:47.200,3958.2494,N,11629.6987,Unknown,7.1,13.01,268.98
18-8-6_7:3:47.300,3958.2494,N,11629.6983,Unknown,7.2,12.99,268.72
18-8-6_7:3:47.400,3958.2494,N,11629.6978,Unknown,7.2,12.92,268.57
18-8-6_7:3:47.500,3958.2494,N,11629.6973,Unknown,7.3,12.92,268.80
18-8-6_7:3:47.600,3958.2494,N,11629.6969,Unknown,7.3,13.15,268.88
18-8-6_7:3:47.700,3958.2494,N,11629.6964,Unknown,7.4,12.82,269.22
18-8-6_7:3:47.800,3958.2494,N,11629.6959,Unknown,7.4,13.19,269.42
18-8-6_7:3:47.900,3958.2494,N,11629.6954,Unknown,7.5,13.00,269.41
18-8-6_7:3:48.0,3958.2494,N,11629.6950,Unknown,7.6,13.24,269.30
18-8-6_7:3:48.100,3958.2494,N,11629.6945,Unknown,7.6,12.77,269.12
18-8-6_7:3:48.200,3958.2494,N,11629.6940,Unknown,7.7,13.19,269.24
18-8-6_7:3:48.300,3958.2494,N,11629.6936,Unknown,7.7,13.13,269.26
18-8-6_7:3:48.400,3958.2494,N,11629.6931,Unknown,7.8,12.86,269.06
18-8-6_7:3:48.500,3958.2494,N,11629.6926,Unknown,7.9,13.17,269.23
18-8-6_7:3:48.600,3958.2494,N,11629.6921,Unknown,7.9,13.13,269.50
18-8-6_7:3:48.700,3958.2494,N,11629.6917,Unknown,8.0,13.31,268.91
18-8-6_7:3:48.800,3958.2493,N,11629.6912,Unknown,8.0,13.14,268.72
18-8-6_7:3:48.900,3958.2493,N,11629.6907,Unknown,8.1,13.20,269.05
18-8-6_7:3:49.0,3958.2493,N,11629.6902,Unknown,8.1,13.01,268.74
18-8-6_7:3:49.100,3958.2493,N,11629.6898,Unknown,8.2,13.26,268.30
18-8-6_7:3:49.200,3958.2493,N,11629.6893,Unknown,8.3,13.23,268.04
18-8-6_7:3:49.300,3958.2493,N,11629.6888,Unknown,8.3,13.24,267.79
18-8-6_7:3:49.400,3958.2493,N,11629.6883,Unknown,8.4,13.19,267.88
18-8-6_7:3:49.500,3958.2493,N,11629.6879,Unknown,8.4,12.96,268.33
18-8-6_7:3:49.600,3958.2493,N,11629.6874,Unknown,8.5,13.13,268.83
18-8-6_7:3:49.700,3958.2493,N,11629.6869,Unknown,8.6,13.07,268.36
18-8-6_7:3:49.800,3958.2492,N,11629.6864,Unknown,8.6,13.10,268.39
18-8-6_7:3:49.900,3958.2492,N,11629.6860,Unknown,8.7,13.14,268.32
18-8-6_7:3:50.0,3958.2492,N,11629.6855,Unknown,8.7,13.13,268.14
18-8-6_7:3:50.100,3958.2492,N,11629.6850,Unknown,8.8,13.32,267.88
18-8-6_7:3:50.200,3958.2492,N,11629.6845,Unknown,8.9,13.00,267.60
18-8-6_7:3:50.300,3958.2492,N,11629.6841,Unknown,8.9,13.03,267.01
18-8-6_7:3:50.400,3958.2492,N,11629.6836,Unknown,9.0,12.97,266.78
18-8-6_7:3:50.500,3958.2491,N,11629.6831,Unknown,9.0,13.04,266.71
18-8-6_7:3:50.600,3958.2491,N,11629.6827,Unknown,9.1,13.12,266.73
18-8-6_7:3:50.700,3958.2491,N,11629.6822,Unknown,9.2,12.74,266.84
18-8-6_7:3:50.800,3958.2491,N,11629.6817,Unknown,9.2,13.14,266.77
18-8-6_7:3:50.900,3958.2491,N,11629.6812,Unknown,9.3,13.07,266.59
18-8-6_7:3:51.0,3958.2490,N,11629.6808,Unknown,9.4,13.04,266.46
18-8-6_7:3:51.100,3958.2490,N,11629.6803,Unknown,9.4,13.07,266.55
18-8-6_7:3:51.200,3958.2490,N,11629.6798,Unknown,9.5,13.25,266.72
18-8-6_7:3:51.300,3958.2490,N,11629.6794,Unknown,9.5,13.18,266.84
18-8-6_7:3:51.400,3958.2490,N,11629.6789,Unknown,9.6,12.98,266.91
18-8-6_7:3:51.500,3958.2489,N,11629.6784,Unknown,9.7,12.97,267.03
18-8-6_7:3:51.600,3958.2489,N,11629.6779,Unknown,9.7,13.00,267.47
18-8-6_7:3:51.700,3958.2489,N,11629.6775,Unknown,9.8,13.17,267.91
18-8-6_7:3:51.800,3958.2489,N,11629.6770,Unknown,9.8,13.15,268.39
18-8-6_7:3:51.900,3958.2489,N,11629.6765,Unknown,9.9,13.10,268.43
18-8-6_7:3:52.0,3958.2489,N,11629.6761,Unknown,10.0,13.11,268.33
18-8-6_7:3:52.100,3958.2489,N,11629.6756,Unknown,10.0,13.33,268.14
18-8-6_7:3:52.200,3958.2488,N,11629.6751,Unknown,10.1,13.10,268.23
18-8-6_7:3:52.300,3958.2488,N,11629.6746,Unknown,10.2,13.15,268.16
18-8-6_7:3:52.400,3958.2488,N,11629.6741,Unknown,10.2,13.14,268.10
18-8-6_7:3:52.500,3958.2488,N,11629.6737,Unknown,10.3,13.14,267.74
18-8-6_7:3:52.600,3958.2488,N,11629.6732,Unknown,10.3,12.98,267.13
18-8-6_7:3:52.700,3958.2488,N,11629.6727,Unknown,10.4,13.24,266.59
18-8-6_7:3:52.800,3958.2487,N,11629.6723,Unknown,10.5,13.41,266.31
18-8-6_7:3:52.900,3958.2487,N,11629.6718,Unknown,10.5,13.18,266.36
18-8-6_7:3:53.0,3958.2487,N,11629.6713,Unknown,10.6,13.13,266.35
18-8-6_7:3:53.100,3958.2487,N,11629.6708,Unknown,10.7,13.32,266.58
18-8-6_7:3:53.200,3958.2487,N,11629.6703,Unknown,10.8,13.30,266.69
18-8-6_7:3:53.300,3958.2486,N,11629.6699,Unknown,10.8,13.03,266.65
18-8-6_7:3:53.400,3958.2486,N,11629.6694,Unknown,10.9,13.05,266.17
18-8-6_7:3:53.500,3958.2486,N,11629.6689,Unknown,11.0,13.05,266.47
18-8-6_7:3:53.600,3958.2486,N,11629.6684,Unknown,11.0,13.31,266.92
18-8-6_7:3:53.700,3958.2486,N,11629.6680,Unknown,11.1,13.09,267.77
18-8-6_7:3:53.800,3958.2485,N,11629.6675,Unknown,11.2,13.11,268.71
18-8-6_7:3:53.900,3958.2485,N,11629.6670,Unknown,11.3,13.11,268.94
18-8-6_7:3:54.0,3958.2485,N,11629.6665,Unknown,11.3,13.28,268.98
18-8-6_7:3:54.100,3958.2485,N,11629.6661,Unknown,11.4,12.99,268.63
18-8-6_7:3:54.200,3958.2485,N,11629.6656,Unknown,11.5,13.00,268.30
18-8-6_7:3:54.300,3958.2485,N,11629.6651,Unknown,11.6,13.06,268.27
18-8-6_7:3:54.400,3958.2485,N,11629.6647,Unknown,11.6,13.05,268.57
18-8-6_7:3:54.500,3958.2485,N,11629.6642,Unknown,11.7,13.12,268.43
18-8-6_7:3:54.600,3958.2485,N,11629.6637,Unknown,11.8,13.07,268.44
18-8-6_7:3:54.700,3958.2485,N,11629.6632,Unknown,11.9,13.51,269.03
18-8-6_7:3:54.800,3958.2485,N,11629.6627,Unknown,12.0,13.29,269.71
18-8-6_7:3:54.900,3958.2485,N,11629.6623,Unknown,12.1,13.46,270.07
18-8-6_7:3:55.0,3958.2485,N,11629.6618,Unknown,12.1,13.23,270.28
18-8-6_7:3:55.100,3958.2485,N,11629.6613,Unknown,12.2,13.28,270.14
18-8-6_7:3:55.200,3958.2485,N,11629.6608,Unknown,12.3,13.35,269.92
18-8-6_7:3:55.300,3958.2485,N,11629.6603,Unknown,12.4,13.59,269.44
18-8-6_7:3:55.400,3958.2484,N,11629.6598,Unknown,12.5,13.29,269.45
18-8-6_7:3:55.500,3958.2484,N,11629.6594,Unknown,12.6,13.77,269.90
18-8-6_7:3:55.600,3958.2485,N,11629.6589,Unknown,12.7,13.19,269.89
18-8-6_7:3:55.700,3958.2485,N,11629.6584,Unknown,12.7,13.47,270.18
18-8-6_7:3:55.800,3958.2485,N,11629.6579,Unknown,12.8,13.45,270.08
18-8-6_7:3:55.900,3958.2485,N,11629.6574,Unknown,12.9,13.52,271.06
18-8-6_7:3:56.0,3958.2485,N,11629.6569,Unknown,13.0,13.57,271.69
18-8-6_7:3:56.100,3958.2485,N,11629.6564,Unknown,13.1,13.63,272.11
18-8-6_7:3:56.200,3958.2485,N,11629.6559,Unknown,13.2,13.65,272.18
18-8-6_7:3:56.300,3958.2485,N,11629.6554,Unknown,13.3,13.66,272.36
18-8-6_7:3:56.400,3958.2485,N,11629.6550,Unknown,13.4,13.66,271.81
18-8-6_7:3:56.500,3958.2485,N,11629.6545,Unknown,13.5,13.47,272.01
18-8-6_7:3:56.600,3958.2485,N,11629.6540,Unknown,13.5,13.49,272.11
18-8-6_7:3:56.700,3958.2486,N,11629.6535,Unknown,13.6,13.54,271.93
18-8-6_7:3:56.800,3958.2486,N,11629.6530,Unknown,13.7,13.47,271.80
18-8-6_7:3:56.900,3958.2486,N,11629.6525,Unknown,13.8,13.42,271.74
18-8-6_7:3:57.0,3958.2486,N,11629.6520,Unknown,13.9,13.09,271.83
18-8-6_7:3:57.100,3958.2486,N,11629.6516,Unknown,14.0,13.15,271.78
18-8-6_7:3:57.200,3958.2486,N,11629.6511,Unknown,14.1,12.90,272.22
18-8-6_7:3:57.300,3958.2486,N,11629.6506,Unknown,14.2,12.91,272.27
18-8-6_7:3:57.400,3958.2486,N,11629.6501,Unknown,14.3,13.06,271.75
18-8-6_7:3:57.500,3958.2487,N,11629.6497,Unknown,14.3,12.68,271.76
18-8-6_7:3:57.600,3958.2487,N,11629.6492,Unknown,14.4,12.88,271.76
18-8-6_7:3:57.700,3958.2487,N,11629.6488,Unknown,14.5,12.59,270.97
18-8-6_7:3:57.800,3958.2487,N,11629.6483,Unknown,14.6,12.57,270.96
18-8-6_7:3:57.900,3958.2487,N,11629.6478,Unknown,14.7,12.31,270.74
18-8-6_7:3:58.0,3958.2487,N,11629.6474,Unknown,14.8,12.29,270.73
18-8-6_7:3:58.100,3958.2487,N,11629.6470,Unknown,14.8,12.33,270.92
18-8-6_7:3:58.200,3958.2487,N,11629.6465,Unknown,14.9,12.31,271.10
18-8-6_7:3:58.300,3958.2487,N,11629.6461,Unknown,15.0,12.62,270.27
18-8-6_7:3:58.400,3958.2487,N,11629.6456,Unknown,15.1,12.29,269.87
18-8-6_7:3:58.500,3958.2487,N,11629.6452,Unknown,15.2,12.50,269.91
18-8-6_7:3:58.600,3958.2487,N,11629.6447,Unknown,15.3,12.44,270.06
18-8-6_7:3:58.700,3958.2487,N,11629.6443,Unknown,15.3,12.17,269.81
18-8-6_7:3:58.800,3958.2487,N,11629.6438,Unknown,15.4,12.19,269.87
18-8-6_7:3:58.900,3958.2487,N,11629.6434,Unknown,15.5,12.12,269.48
18-8-6_7:3:59.0,3958.2487,N,11629.6429,Unknown,15.6,12.08,269.12
18-8-6_7:3:59.100,3958.2487,N,11629.6425,Unknown,15.7,12.05,269.06
18-8-6_7:3:59.200,3958.2487,N,11629.6421,Unknown,15.8,12.08,269.72
18-8-6_7:3:59.300,3958.2487,N,11629.6416,Unknown,15.8,12.03,270.31
18-8-6_7:3:59.400,3958.2487,N,11629.6412,Unknown,15.9,11.61,270.28
18-8-6_7:3:59.500,3958.2487,N,11629.6408,Unknown,16.0,11.59,270.08
18-8-6_7:3:59.600,3958.2487,N,11629.6404,Unknown,16.1,11.57,269.51
18-8-6_7:3:59.700,3958.2487,N,11629.6399,Unknown,16.2,11.76,269.78
18-8-6_7:3:59.800,3958.2487,N,11629.6395,Unknown,16.2,11.33,269.28
18-8-6_7:3:59.900,3958.2487,N,11629.6391,Unknown,16.3,11.38,269.43
18-8-6_7:4:0.0,3958.2487,N,11629.6387,Unknown,16.4,11.22,269.14
18-8-6_7:4:0.100,3958.2487,N,11629.6383,Unknown,16.5,11.59,269.78
18-8-6_7:4:0.200,3958.2487,N,11629.6379,Unknown,16.6,11.22,269.26
18-8-6_7:4:0.300,3958.2487,N,11629.6375,Unknown,16.7,11.61,269.54
18-8-6_7:4:0.400,3958.2487,N,11629.6371,Unknown,16.8,11.24,268.50
18-8-6_7:4:0.500,3958.2487,N,11629.6366,Unknown,16.9,11.30,268.37
18-8-6_7:4:0.600,3958.2486,N,11629.6362,Unknown,16.9,11.26,267.34
18-8-6_7:4:0.700,3958.2486,N,11629.6358,Unknown,17.0,11.21,266.78
18-8-6_7:4:0.800,3958.2486,N,11629.6354,Unknown,17.1,11.21,266.30
18-8-6_7:4:0.900,3958.2486,N,11629.6350,Unknown,17.2,11.17,266.58
18-8-6_7:4:1.0,3958.2486,N,11629.6346,Unknown,17.3,11.14,266.19
18-8-6_7:4:1.100,3958.2486,N,11629.6342,Unknown,17.4,10.95,266.45
18-8-6_7:4:1.200,3958.2485,N,11629.6338,Unknown,17.5,10.58,267.54
18-8-6_7:4:1.300,3958.2485,N,11629.6334,Unknown,17.6,11.04,267.96
18-8-6_7:4:1.400,3958.2485,N,11629.6330,Unknown,17.7,11.02,268.08
18-8-6_7:4:1.500,3958.2485,N,11629.6326,Unknown,17.8,10.67,267.77
18-8-6_7:4:1.600,3958.2485,N,11629.6323,Unknown,17.9,10.69,267.24
18-8-6_7:4:1.700,3958.2485,N,11629.6319,Unknown,18.0,10.75,267.30
18-8-6_7:4:1.800,3958.2485,N,11629.6315,Unknown,18.1,10.75,267.20
18-8-6_7:4:1.900,3958.2484,N,11629.6311,Unknown,18.2,10.40,267.32
18-8-6_7:4:2.0,3958.2484,N,11629.6307,Unknown,18.3,10.36,267.54
18-8-6_7:4:2.100,3958.2484,N,11629.6303,Unknown,18.4,10.55,267.40
18-8-6_7:4:2.200,3958.2484,N,11629.6300,Unknown,18.5,10.48,266.93
18-8-6_7:4:2.300,3958.2484,N,11629.6296,Unknown,18.6,10.45,266.79
18-8-6_7:4:2.400,3958.2484,N,11629.6292,Unknown,18.8,10.39,266.45
18-8-6_7:4:2.500,3958.2484,N,11629.6288,Unknown,18.9,10.16,266.10
18-8-6_7:4:2.600,3958.2483,N,11629.6285,Unknown,19.0,10.12,266.38
18-8-6_7:4:2.700,3958.2483,N,11629.6281,Unknown,19.1,10.15,266.68
18-8-6_7:4:2.800,3958.2483,N,11629.6277,Unknown,19.2,10.19,267.05
18-8-6_7:4:2.900,3958.2483,N,11629.6274,Unknown,19.3,10.18,266.94
18-8-6_7:4:3.0,3958.2483,N,11629.6270,Unknown,19.4,9.81,266.93
18-8-6_7:4:3.100,3958.2483,N,11629.6267,Unknown,19.6,10.16,266.61
18-8-6_7:4:3.200,3958.2482,N,11629.6263,Unknown,19.7,9.92,266.89
18-8-6_7:4:3.300,3958.2482,N,11629.6259,Unknown,19.8,9.94,267.07
18-8-6_7:4:3.400,3958.2482,N,11629.6256,Unknown,19.9,9.65,267.09
18-8-6_7:4:3.500,3958.2482,N,11629.6252,Unknown,20.0,9.86,267.25
18-8-6_7:4:3.600,3958.2482,N,11629.6249,Unknown,20.1,9.63,267.85
18-8-6_7:4:3.700,3958.2482,N,11629.6245,Unknown,20.3,9.66,268.29
18-8-6_7:4:3.800,3958.2482,N,11629.6242,Unknown,20.4,9.39,268.30
18-8-6_7:4:3.900,3958.2482,N,11629.6238,Unknown,20.5,9.34,268.34
18-8-6_7:4:4.0,3958.2482,N,11629.6235,Unknown,20.6,9.34,268.31
18-8-6_7:4:4.100,3958.2481,N,11629.6232,Unknown,20.7,9.40,268.51
18-8-6_7:4:4.200,3958.2481,N,11629.6228,Unknown,20.9,9.32,268.64
18-8-6_7:4:4.300,3958.2481,N,11629.6225,Unknown,21.0,9.32,268.80
18-8-6_7:4:4.400,3958.2481,N,11629.6221,Unknown,21.1,8.99,269.17
18-8-6_7:4:4.500,3958.2481,N,11629.6218,Unknown,21.2,9.00,269.34
18-8-6_7:4:4.600,3958.2481,N,11629.6215,Unknown,21.4,8.94,269.08
18-8-6_7:4:4.700,3958.2481,N,11629.6212,Unknown,21.5,8.71,268.91
18-8-6_7:4:4.800,3958.2481,N,11629.6209,Unknown,21.6,8.77,268.96
18-8-6_7:4:4.900,3958.2481,N,11629.6205,Unknown,21.7,8.69,269.05
18-8-6_7:4:5.0,3958.2481,N,11629.6202,Unknown,21.8,8.63,269.02
18-8-6_7:4:5.100,3958.2481,N,11629.6199,Unknown,21.9,8.56,269.28
18-8-6_7:4:5.200,3958.2481,N,11629.6196,Unknown,22.1,8.62,269.61
18-8-6_7:4:5.300,3958.2481,N,11629.6193,Unknown,22.2,8.44,269.79
18-8-6_7:4:5.400,3958.2481,N,11629.6190,Unknown,22.3,8.49,269.99
18-8-6_7:4:5.500,3958.2481,N,11629.6187,Unknown,22.4,8.15,269.97
